Source,Indicator,Country,Administrative level,Year,Value ,Category,valuetype
Household Survey Indicators,Completion rate in secondary education,Brazil,National,2006,0.506599861,Total,pct
Household Survey Indicators,Early school dropout rate,Brazil,National,2006,0.350340005,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Brazil,National,2006,0.969542144,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Brazil,National,2006,0.612293812,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Brazil,National,2006,0.320774539,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Brazil,National,2006,0.188330741,Total,pct
Household Survey Indicators,Completion rate in primary education,Brazil,National,2007,0.805133178,Total,pct
Household Survey Indicators,Completion rate in secondary education,Brazil,National,2007,0.513927943,Total,pct
Household Survey Indicators,Early school dropout rate,Brazil,National,2007,0.345320791,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Brazil,National,2007,0.970204027,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Brazil,National,2007,0.639379789,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Brazil,National,2007,0.311881577,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Brazil,National,2007,0.188368602,Total,pct
Household Survey Indicators,Completion rate in primary education,Brazil,National,2008,0.821433979,Total,pct
Household Survey Indicators,Completion rate in secondary education,Brazil,National,2008,0.545917662,Total,pct
Household Survey Indicators,Early school dropout rate,Brazil,National,2008,0.329726423,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Brazil,National,2008,0.976281153,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Brazil,National,2008,0.672091702,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Brazil,National,2008,0.307936445,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Brazil,National,2008,0.178874094,Total,pct
Household Survey Indicators,Completion rate in primary education,Brazil,National,2009,0.834744872,Total,pct
Household Survey Indicators,Completion rate in secondary education,Brazil,National,2009,0.570219769,Total,pct
Household Survey Indicators,Early school dropout rate,Brazil,National,2009,0.317934256,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Brazil,National,2009,0.976622137,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Brazil,National,2009,0.692787512,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Brazil,National,2009,0.306326261,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Brazil,National,2009,0.18402162,Total,pct
Household Survey Indicators,Completion rate in primary education,Brazil,National,2011,0.878470152,Total,pct
Household Survey Indicators,Completion rate in secondary education,Brazil,National,2011,0.590405223,Total,pct
Household Survey Indicators,Early school dropout rate,Brazil,National,2011,0.311624165,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Brazil,National,2011,0.982903707,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Brazil,National,2011,0.73965964,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Brazil,National,2011,0.292025264,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Brazil,National,2011,0.190200975,Total,pct
Household Survey Indicators,Completion rate in primary education,Brazil,National,2012,0.904507603,Total,pct
Household Survey Indicators,Completion rate in secondary education,Brazil,National,2012,0.588807253,Total,pct
Household Survey Indicators,Early school dropout rate,Brazil,National,2012,0.312280083,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Brazil,National,2012,0.983481621,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Brazil,National,2012,0.771333206,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Brazil,National,2012,0.296786448,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Brazil,National,2012,0.189066984,Total,pct
Household Survey Indicators,Completion rate in primary education,Brazil,National,2013,0.91207455,Total,pct
Household Survey Indicators,Completion rate in secondary education,Brazil,National,2013,0.605490836,Total,pct
Household Survey Indicators,Early school dropout rate,Brazil,National,2013,0.300075201,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Brazil,National,2013,0.986888512,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Brazil,National,2013,0.786374473,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Brazil,National,2013,0.303190194,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Brazil,National,2013,0.196120025,Total,pct
Household Survey Indicators,Completion rate in primary education,Brazil,National,2014,0.92734348,Total,pct
Household Survey Indicators,Completion rate in secondary education,Brazil,National,2014,0.6132346,Total,pct
Household Survey Indicators,Early school dropout rate,Brazil,National,2014,0.304468579,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Brazil,National,2014,0.98795756,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Brazil,National,2014,0.802017149,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Brazil,National,2014,0.304806906,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Brazil,National,2014,0.191983943,Total,pct
Household Survey Indicators,Completion rate in primary education,Brazil,National,2015,0.931863378,Total,pct
Household Survey Indicators,Completion rate in secondary education,Brazil,National,2015,0.634576238,Total,pct
Household Survey Indicators,Early school dropout rate,Brazil,National,2015,0.287071605,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Brazil,National,2015,0.988822998,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Brazil,National,2015,0.805586857,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Brazil,National,2015,0.309502103,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Brazil,National,2015,0.218131428,Total,pct
Household Survey Indicators,Completion rate in primary education,Brazil,National,2016,0.936542283,Total,pct
Household Survey Indicators,Completion rate in secondary education,Brazil,National,2016,0.650501076,Total,pct
Household Survey Indicators,Early school dropout rate,Brazil,National,2016,0.263475609,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Brazil,National,2016,0.992984303,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Brazil,National,2016,0.836063218,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Brazil,National,2016,0.320193993,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Brazil,National,2016,0.23476621,Total,pct
Household Survey Indicators,Completion rate in primary education,Brazil,National,2017,0.946238417,Total,pct
Household Survey Indicators,Completion rate in secondary education,Brazil,National,2017,0.652713834,Total,pct
Household Survey Indicators,Early school dropout rate,Brazil,National,2017,0.264099348,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Brazil,National,2017,0.992371668,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Brazil,National,2017,0.846505576,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Brazil,National,2017,0.321126544,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Brazil,National,2017,0.235274468,Total,pct
Household Survey Indicators,Completion rate in primary education,Brazil,National,2018,0.948187168,Total,pct
Household Survey Indicators,Completion rate in secondary education,Brazil,National,2018,0.662263373,Total,pct
Household Survey Indicators,Early school dropout rate,Brazil,National,2018,0.260462759,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Brazil,National,2018,0.993305042,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Brazil,National,2018,0.848218598,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Brazil,National,2018,0.312188226,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Brazil,National,2018,0.242520406,Total,pct
Household Survey Indicators,Completion rate in primary education,Brazil,National,2019,0.955007073,Total,pct
Household Survey Indicators,Completion rate in secondary education,Brazil,National,2019,0.701693141,Total,pct
Household Survey Indicators,Early school dropout rate,Brazil,National,2019,0.230156295,Total,pct
Household Survey Indicators,Net attendance rate in primary education,Brazil,National,2019,0.994963605,Total,pct
Household Survey Indicators,Net attendance rate in secondary education,Brazil,National,2019,0.857866284,Total,pct
Household Survey Indicators,Net attendance rate in tertiary education,Brazil,National,2019,0.32105353,Total,pct
Household Survey Indicators,"Percentage of young people between 15 and 24 years old who are ""Not in Employment, Education or Training"" (NEET)",Brazil,National,2019,0.230106999,Total,pct
Household Survey Indicators,Completion rate in primary education,Brazil,National,2020,0.961092584,Total,pct
Household Survey Indicators,Completion rate in secondary education,Brazil,National,2020,0.728059125,Total,pct
